,Total Employees,Tech/No Tech,Tech Role,MH Benefits,Awareness of Company MH Care,Formal MH Discussion,MH Resources,Anonymity,Medical Leave,MH Negative Impact,PH Negative Impact,Telling Coworkers,Telling Supervisors,MH PH Equal,Observed Negative Impact,Previous Employers,PH Potential Employer,MH Potential Employer,MH Identification Career Harm,Negative Impact Coworkers,Sharing w/ Family/Friends,Prev Observed Unsupportive Response,MH Family History,Past Mental Disorder,Current Mental Disorder,Professional Diagnosis,Sought Treatment,MH Interference Treatment,MH Interference No Treatment,Age,Gender,Country,State,Position,Remote
440,4,0.0,0.0,Yes,I am not sure,No,No,I don't know,2,No,No,Maybe,Yes,I don't know,No,1,No,No,Maybe,Maybe,Very open,No,Yes,Yes,Yes,Yes,1,Never,Sometimes,5,Female,USA,5,Back-end Developer|Front-end Developer|Designer,Sometimes
445,6,0.0,0.0,I don't know,I am not sure,No,No,No,3,Yes,No,No,Maybe,I don't know,No,1,No,No,Maybe,Yes,Very open,Yes,I don't know,Maybe,Maybe,No,1,Often,Sometimes,3,Male,USA,6,Supervisor/Team Lead|DevOps/SysAdmin,Never
446,4,1.0,1.0,Yes,No,No,I don't know,I don't know,4,Maybe,Maybe,Maybe,No,Yes,No,1,No,No,Yes,Yes,Somewhat open,Maybe,I don't know,Yes,Yes,Yes,1,Often,Often,2,Male,USA,2,Back-end Developer,Always
447,2,1.0,1.0,I don't know,I am not sure,Yes,Yes,Yes,1,No,No,Maybe,Yes,Yes,No,1,Yes,Maybe,Maybe,No,Somewhat open,No,No,No,Maybe,No,0,Not applicable to me,Not applicable to me,2,Female,USA,2,Full track,Never
448,4,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,2,Maybe,Maybe,Maybe,Maybe,I don't know,No,1,No,No,Yes,Maybe,Neutral,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,1,Back-end Developer,Sometimes
449,3,1.0,1.0,I don't know,No,No,No,No,4,Maybe,Maybe,No,No,I don't know,No,0,Maybe,No,Maybe,No,Not applicable to me (I do not have a mental illness),I am not sure,No,No,No,No,1,Not applicable to me,Not applicable to me,3,Male,UK,9,Back-end Developer,Never
451,6,0.0,0.0,Yes,Yes,No,Yes,Yes,3,Maybe,No,Maybe,Yes,No,No,1,Maybe,No,Maybe,No,Somewhat open,Maybe,No,No,Yes,Yes,1,Sometimes,Sometimes,2,Male,USA,2,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes
452,1,1.0,1.0,No,I am not sure,No,No,No,5,Yes,No,No,No,I don't know,No,1,No,No,Yes,Yes,Somewhat not open,Yes,Yes,Yes,Yes,No,1,Sometimes,Sometimes,3,Male,USA,8,One-person shop,Sometimes
453,3,1.0,1.0,Yes,Yes,No,No,Yes,2,No,No,Yes,Yes,Yes,No,1,Yes,No,Maybe,No,Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Male,USA,5,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer,Sometimes
454,5,1.0,1.0,Yes,I am not sure,Yes,No,I don't know,1,No,No,Yes,Yes,I don't know,No,0,Maybe,No,No,No,Somewhat not open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,2,Female,USA,2,Full track,Sometimes
455,2,1.0,1.0,No,No,No,No,I don't know,1,Maybe,Maybe,No,Maybe,No,No,1,No,No,Yes,Yes,Somewhat not open,No,Yes,Maybe,Maybe,No,0,Often,Rarely,2,Male,Other,9,Full track,Sometimes
456,2,1.0,1.0,Yes,Yes,No,Yes,I don't know,4,No,No,Maybe,Yes,Yes,No,1,No,No,No,No,Somewhat open,Maybe,Yes,Yes,Maybe,Yes,1,Rarely,Rarely,3,Male,USA,5,Supervisor/Team Lead|DevOps/SysAdmin|Support,Always
457,6,1.0,1.0,Yes,No,No,I don't know,I don't know,2,Maybe,Maybe,Maybe,Maybe,No,No,0,Yes,No,Yes,Yes,Somewhat open,Maybe,No,Yes,Yes,Yes,1,Rarely,Sometimes,3,Female,USA,1,Support,Sometimes
458,2,1.0,1.0,Yes,I am not sure,No,I don't know,I don't know,1,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,Maybe,No,Somewhat open,Yes,No,Yes,Maybe,No,0,Rarely,Sometimes,2,Male,USA,2,Supervisor/Team Lead|DevOps/SysAdmin|Back-end Developer|Front-end Developer,Always
459,1,0.0,0.0,Not eligible for coverage / N/A,I am not sure,Yes,No,Yes,3,No,No,Yes,Yes,Yes,No,1,Maybe,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,I don't know,Maybe,No,No,1,Not applicable to me,Not applicable to me,3,Male,USA,3,Back-end Developer,Sometimes
460,1,1.0,1.0,No,I am not sure,No,No,I don't know,3,Maybe,Maybe,No,No,I don't know,No,1,No,No,Yes,Yes,Somewhat open,Maybe,Yes,Maybe,Maybe,No,0,Sometimes,Not applicable to me,3,Male,USA,6,DevOps/SysAdmin|Back-end Developer,Sometimes
461,1,1.0,1.0,I don't know,I am not sure,No,No,I don't know,3,Yes,Yes,No,No,No,No,1,No,No,Yes,Yes,Neutral,Yes,Yes,Yes,Maybe,Yes,1,Never,Often,4,Female,Canada,9,Executive Leadership,Always
462,2,0.0,0.0,Yes,I am not sure,No,No,I don't know,2,No,No,Maybe,Yes,I don't know,No,1,Maybe,No,Maybe,No,Very open,No,Yes,Yes,Yes,Yes,1,Never,Sometimes,2,Male,USA,6,Back-end Developer,Sometimes
464,6,0.0,0.0,I don't know,No,No,No,I don't know,5,Yes,No,No,No,No,No,1,Maybe,No,Yes,Yes,Very open,Yes,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,3,Male,USA,3,Full track,Never
465,3,1.0,1.0,Yes,No,No,No,I don't know,3,No,No,Yes,Yes,I don't know,No,1,Maybe,No,Yes,Yes,Somewhat not open,No,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,5,Back-end Developer,Sometimes
466,3,1.0,1.0,Yes,Yes,No,No,No,2,No,No,Maybe,Maybe,No,No,1,Maybe,No,Maybe,No,Somewhat not open,Maybe,I don't know,Maybe,Maybe,No,0,Not applicable to me,Often,3,Male,USA,3,Full track,Never
467,2,1.0,1.0,No,No,No,No,I don't know,4,Yes,No,No,No,I don't know,No,1,Yes,No,Maybe,Maybe,Somewhat open,Maybe,Yes,Yes,Yes,Yes,1,Never,Sometimes,2,Female,USA,1,Front-end Developer,Never
469,6,0.0,0.0,Yes,Yes,Yes,Yes,I don't know,2,No,No,Maybe,Yes,Yes,No,1,Yes,No,Maybe,Yes,Somewhat open,Maybe,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Male,USA,3,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
470,2,1.0,1.0,No,No,No,I don't know,I don't know,3,No,No,Yes,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Neutral,No,Yes,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,2,Male,USA,5,Front-end Developer,Never
471,6,0.0,0.0,Yes,I am not sure,I don't know,Yes,Yes,1,No,No,Maybe,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,3,Other,Sometimes
472,2,1.0,1.0,Yes,I am not sure,No,No,I don't know,2,No,No,Maybe,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Neutral,I am not sure,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,3,DevOps/SysAdmin|Front-end Developer|Back-end Developer,Sometimes
473,3,0.0,0.0,Yes,Yes,No,No,Yes,3,No,No,Maybe,Maybe,Yes,No,1,Yes,Maybe,Maybe,No,Neutral,Maybe,I don't know,Maybe,Maybe,No,0,Sometimes,Sometimes,2,Male,USA,3,Supervisor/Team Lead|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes
474,1,1.0,1.0,I don't know,I am not sure,No,No,I don't know,1,No,No,Maybe,Maybe,Yes,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Yes,Maybe,Maybe,No,0,Rarely,Sometimes,2,Female,USA,1,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Always
475,6,1.0,1.0,Yes,I am not sure,No,Yes,I don't know,4,Maybe,No,No,No,I don't know,No,1,No,No,Maybe,Yes,Neutral,No,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,2,Female,USA,5,Front-end Developer,Never
476,2,1.0,1.0,I don't know,I am not sure,No,No,I don't know,2,Maybe,Maybe,No,No,I don't know,No,1,No,No,Yes,Yes,Somewhat not open,No,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,4,Male,USA,5,Full track,Sometimes
477,2,0.0,0.0,Yes,I am not sure,No,No,Yes,4,Maybe,Maybe,No,Maybe,No,No,1,No,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,5,Front-end Developer,Never
478,2,1.0,1.0,I don't know,I am not sure,No,No,I don't know,0,No,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,Yes,Yes,Maybe,Yes,1,Sometimes,Often,2,Male,Other,9,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
479,4,1.0,1.0,I don't know,No,No,I don't know,I don't know,3,Yes,No,No,No,I don't know,No,1,Maybe,No,Yes,Maybe,Not applicable to me (I do not have a mental illness),No,No,Maybe,No,No,0,Not applicable to me,Not applicable to me,2,Male,Other,9,Back-end Developer,Never
480,2,1.0,1.0,I don't know,No,No,No,I don't know,0,Yes,No,No,No,I don't know,No,1,Yes,No,Yes,Yes,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,5,Front-end Developer,Sometimes
481,4,1.0,1.0,Yes,No,No,Yes,Yes,0,Maybe,No,No,No,I don't know,No,1,Maybe,No,Yes,Maybe,Somewhat open,No,Yes,Yes,No,Yes,1,Rarely,Sometimes,3,Male,USA,5,Full track,Sometimes
483,3,1.0,1.0,Yes,I am not sure,Yes,Yes,I don't know,3,Maybe,No,Maybe,Maybe,No,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,Maybe,I don't know,Yes,Yes,Yes,1,Rarely,Sometimes,3,Male,USA,5,Back-end Developer,Never
484,2,1.0,1.0,I don't know,I am not sure,No,I don't know,No,3,Maybe,Maybe,No,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,No,No,Maybe,Maybe,No,1,Rarely,Sometimes,6,Female,USA,5,Other,Sometimes
487,2,0.0,0.0,Not eligible for coverage / N/A,I am not sure,I don't know,I don't know,I don't know,0,Yes,Maybe,Maybe,Maybe,No,Yes,0,Yes,Yes,Yes,Maybe,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,5,Male,Germany,9,Front-end Developer,Sometimes
489,5,1.0,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,1,No,No,Yes,Yes,Yes,No,1,Yes,Maybe,Maybe,Maybe,Very open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Male,USA,2,Front-end Developer|Designer,Always
490,2,1.0,1.0,No,I am not sure,No,No,I don't know,4,Maybe,Maybe,Yes,Maybe,No,No,0,Maybe,Maybe,Yes,No,Somewhat open,No,No,Yes,Maybe,Yes,1,Sometimes,Sometimes,4,Male,USA,3,Full track,Always
491,4,1.0,1.0,Yes,No,No,Yes,I don't know,4,Yes,No,No,Maybe,I don't know,No,1,Maybe,No,Yes,Maybe,Not applicable to me (I do not have a mental illness),Yes,No,No,Maybe,No,0,Not applicable to me,Rarely,4,Female,USA,1,DevOps/SysAdmin,Sometimes
492,2,1.0,1.0,No,I am not sure,Yes,No,I don't know,4,Maybe,No,No,Maybe,I don't know,No,1,No,No,Yes,Maybe,Very open,Yes,Yes,Yes,Yes,Yes,1,Often,Often,4,Male,USA,1,DevOps/SysAdmin,Always
493,4,1.0,1.0,I don't know,No,No,I don't know,I don't know,1,Maybe,No,Maybe,Maybe,I don't know,No,1,No,No,Yes,Maybe,Neutral,Maybe,I don't know,Maybe,Maybe,Yes,1,Rarely,Sometimes,3,Male,USA,1,DevOps/SysAdmin,Sometimes
494,3,1.0,1.0,Yes,Yes,No,I don't know,I don't know,1,No,No,Maybe,Yes,Yes,No,1,Yes,Maybe,Maybe,No,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,5,Male,USA,4,Back-end Developer,Always
495,4,1.0,1.0,Yes,Yes,No,No,Yes,5,Maybe,No,Maybe,Yes,I don't know,No,1,Yes,Maybe,Maybe,Maybe,Neutral,No,No,Yes,Maybe,Yes,1,Rarely,Often,2,Male,USA,6,DevOps/SysAdmin|Back-end Developer,Sometimes
496,4,1.0,1.0,Yes,Yes,Yes,No,I don't know,1,No,No,Yes,Yes,Yes,No,1,Maybe,Maybe,No,No,Very open,No,Yes,No,Yes,Yes,1,Rarely,Often,2,Male,USA,2,Front-end Developer,Never
497,5,0.0,0.0,Yes,No,No,I don't know,I don't know,1,Maybe,Maybe,Yes,Yes,Yes,No,1,Maybe,Maybe,Yes,Maybe,Very open,No,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Canada,9,DevOps/SysAdmin|Front-end Developer|Back-end Developer|Support,Sometimes
500,6,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,0,Maybe,Maybe,No,No,No,No,1,No,No,Maybe,Maybe,Somewhat open,Maybe,No,Yes,Maybe,Yes,1,Sometimes,Sometimes,4,Male,USA,3,DevOps/SysAdmin,Always
502,6,1.0,1.0,Yes,I am not sure,No,I don't know,No,5,Yes,Maybe,Maybe,No,No,Yes,1,Maybe,No,Yes,Yes,Not open at all,Yes,Yes,Maybe,Maybe,No,1,Not applicable to me,Often,2,Other,USA,7,DevOps/SysAdmin,Sometimes
503,2,1.0,1.0,I don't know,I am not sure,No,No,I don't know,3,Maybe,No,Maybe,Yes,No,No,1,Maybe,No,Maybe,Maybe,Neutral,Maybe,I don't know,Yes,Maybe,Yes,1,Sometimes,Often,4,Male,USA,7,Other|Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
504,6,1.0,1.0,Yes,No,Yes,I don't know,I don't know,2,No,Maybe,Maybe,Yes,I don't know,No,1,No,No,Yes,Maybe,Neutral,Maybe,No,No,Maybe,No,0,Never,Never,3,Male,Canada,9,Front-end Developer,Sometimes
505,1,1.0,1.0,No,Yes,No,No,No,5,Yes,No,No,No,No,Yes,1,Maybe,No,Yes,Yes,Very open,Yes,Yes,Yes,Yes,Yes,1,Often,Often,5,Male,USA,5,DevOps/SysAdmin,Sometimes
506,3,1.0,1.0,No,I am not sure,No,No,I don't know,5,Yes,Maybe,Maybe,No,No,No,1,No,No,Yes,Yes,Neutral,Maybe,No,Yes,No,No,0,Never,Often,3,Male,USA,6,Supervisor/Team Lead|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Sometimes
507,2,1.0,1.0,Yes,Yes,No,No,I don't know,4,No,No,Yes,Yes,Yes,No,1,Yes,Maybe,Yes,Yes,Somewhat open,Yes,Yes,Yes,Yes,No,1,Often,Often,2,Female,USA,6,Full track,Always
508,2,1.0,1.0,Yes,No,No,No,I don't know,5,No,No,Maybe,Maybe,I don't know,No,1,Maybe,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Rarely,Often,3,Male,USA,8,DevOps/SysAdmin|Back-end Developer,Sometimes
509,4,1.0,1.0,Yes,No,No,Yes,No,3,Yes,Yes,Maybe,No,No,Yes,1,No,No,Yes,Maybe,Very open,Yes,Yes,Yes,No,Yes,1,Sometimes,Sometimes,2,Male,USA,1,Supervisor/Team Lead|Back-end Developer,Sometimes
510,6,0.0,0.0,Yes,I am not sure,Yes,Yes,Yes,4,No,No,Maybe,Yes,Yes,No,1,Maybe,No,Maybe,Maybe,Somewhat open,Maybe,Yes,No,Yes,Yes,1,Rarely,Sometimes,3,Female,USA,3,Supervisor/Team Lead|Back-end Developer|Front-end Developer,Sometimes
512,6,1.0,1.0,Yes,Yes,Yes,Yes,I don't know,0,Maybe,No,No,Maybe,I don't know,No,1,Yes,No,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Often,2,Male,USA,1,Dev Evangelist/Advocate,Sometimes
513,3,1.0,1.0,Yes,No,Yes,Yes,I don't know,0,No,No,Yes,Yes,Yes,No,1,No,No,Yes,Maybe,Somewhat open,No,Yes,Yes,No,No,1,Not applicable to me,Rarely,3,Male,USA,1,DevOps/SysAdmin,Sometimes
514,2,1.0,1.0,Yes,Yes,No,No,I don't know,3,No,No,No,Maybe,I don't know,No,1,Yes,No,Maybe,Maybe,Somewhat not open,Yes,Yes,Maybe,Maybe,No,1,Not applicable to me,Often,3,Female,USA,7,Front-end Developer,Never
515,6,0.0,0.0,I don't know,I am not sure,Yes,I don't know,Yes,2,Yes,No,No,No,I don't know,No,1,Yes,No,Yes,Yes,Not open at all,No,No,No,Maybe,No,0,Often,Not applicable to me,4,Male,UK,9,DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer,Sometimes
517,6,0.0,0.0,No,No,Yes,Yes,I don't know,2,Maybe,No,No,No,I don't know,No,0,Yes,Yes,Maybe,No,Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,Other,9,Support,Never
520,3,1.0,1.0,I don't know,I am not sure,No,No,I don't know,0,Yes,Yes,No,No,No,No,1,No,No,Yes,Yes,Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,2,Female,USA,5,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
521,3,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,I don't know,I don't know,3,Maybe,No,No,Maybe,I don't know,No,1,Yes,No,Yes,Yes,Somewhat not open,Yes,I don't know,Yes,No,Yes,1,Sometimes,Often,3,Male,Australia,9,Back-end Developer,Sometimes
523,2,1.0,1.0,No,No,No,No,No,4,Yes,Maybe,No,No,I don't know,Yes,1,Maybe,No,Yes,Maybe,Somewhat open,Yes,Yes,Yes,Maybe,Yes,1,Sometimes,Sometimes,2,Male,Germany,9,Back-end Developer,Never
525,3,1.0,1.0,I don't know,I am not sure,No,No,Yes,2,No,No,Maybe,Maybe,I don't know,No,1,Yes,Maybe,Maybe,No,Somewhat open,No,No,Yes,Yes,No,1,Rarely,Sometimes,3,Male,UK,9,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
526,6,1.0,1.0,Yes,I am not sure,Yes,Yes,Yes,2,No,No,Yes,Yes,Yes,No,1,No,No,Yes,Maybe,Very open,No,No,Yes,No,Yes,1,Sometimes,Often,5,Male,UK,9,Front-end Developer,Always
527,2,0.0,0.0,I don't know,No,No,No,I don't know,3,Maybe,Maybe,Maybe,Yes,I don't know,No,1,No,No,Maybe,Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Never,Sometimes,3,Female,USA,2,Full track,Never
528,2,1.0,1.0,I don't know,I am not sure,No,I don't know,Yes,2,Yes,No,No,No,I don't know,No,0,Yes,No,Yes,Yes,Somewhat open,I am not sure,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,Canada,9,Full track,Sometimes
529,4,1.0,1.0,No,Yes,No,I don't know,I don't know,3,No,No,No,Maybe,I don't know,No,1,Yes,Yes,No,No,Very open,No,Yes,Yes,No,Yes,1,Rarely,Often,2,Male,USA,1,Support|Back-end Developer|Front-end Developer,Sometimes
532,3,0.0,0.0,I don't know,No,No,No,I don't know,5,Maybe,No,No,No,No,No,0,Maybe,No,Maybe,No,Neutral,No,I don't know,No,Yes,Yes,1,Never,Rarely,2,Male,USA,5,Designer|Front-end Developer|Back-end Developer|DevOps/SysAdmin,Never
533,2,0.0,0.0,No,I am not sure,No,No,I don't know,2,Maybe,Maybe,No,Yes,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat not open,Maybe,Yes,Yes,Yes,Yes,1,Not applicable to me,Often,2,Male,USA,3,Supervisor/Team Lead|DevOps/SysAdmin|Support|Back-end Developer|Front-end Developer|Designer,Sometimes
535,3,0.0,0.0,I don't know,I am not sure,No,No,I don't know,3,No,No,No,No,Yes,No,1,Maybe,No,No,No,Not open at all,Maybe,I don't know,Maybe,Maybe,No,0,Not applicable to me,Not applicable to me,2,Male,Other,9,Full track,Never
536,3,1.0,1.0,No,I am not sure,No,No,I don't know,2,Yes,No,Maybe,Yes,Yes,No,1,No,No,Yes,Yes,Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,4,Female,USA,4,Supervisor/Team Lead|Back-end Developer,Never
537,1,1.0,1.0,No,No,No,No,No,4,Maybe,No,No,No,I don't know,No,1,No,No,Maybe,Yes,Not open at all,Maybe,Yes,Maybe,Maybe,Yes,1,Sometimes,Often,3,Male,USA,8,DevOps/SysAdmin|Back-end Developer|Front-end Developer|Designer,Always
538,3,1.0,1.0,Yes,No,No,No,I don't know,2,Maybe,No,Yes,Yes,No,No,1,No,No,Yes,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Canada,9,DevOps/SysAdmin|Supervisor/Team Lead,Sometimes
540,2,1.0,1.0,Yes,I am not sure,I don't know,I don't know,Yes,1,No,No,Maybe,Maybe,Yes,No,1,Yes,Yes,Maybe,No,Neutral,Maybe,No,Yes,Yes,Yes,1,Rarely,Often,3,Female,Canada,9,Other|Back-end Developer,Sometimes
542,2,1.0,1.0,No,No,No,No,I don't know,0,Maybe,No,Maybe,No,No,No,1,Maybe,No,Maybe,Maybe,Neutral,Maybe,Yes,Maybe,No,No,1,Not applicable to me,Not applicable to me,3,Male,UK,9,Back-end Developer,Never
543,3,1.0,1.0,I don't know,No,I don't know,No,I don't know,3,No,No,Maybe,Maybe,Yes,No,1,Yes,Maybe,Maybe,No,Somewhat open,Maybe,I don't know,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,Other,9,Back-end Developer|DevOps/SysAdmin,Sometimes
544,5,0.0,0.0,I don't know,I am not sure,Yes,I don't know,I don't know,2,Maybe,No,Yes,No,I don't know,No,1,No,Maybe,Yes,Yes,Somewhat open,Yes,Yes,Maybe,No,Yes,1,Sometimes,Sometimes,3,Female,Netherlands,9,Other,Never
545,3,0.0,0.0,Not eligible for coverage / N/A,I am not sure,Yes,Yes,Yes,1,No,No,No,Yes,Yes,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Other,9,Front-end Developer|Back-end Developer|DevOps/SysAdmin,Never
547,3,1.0,1.0,I don't know,I am not sure,No,No,I don't know,2,Maybe,Maybe,No,No,No,No,1,Maybe,Maybe,Maybe,No,Somewhat not open,Yes,No,Yes,Yes,Yes,1,Never,Sometimes,4,Male,UK,9,Other,Always
548,4,1.0,1.0,No,No,No,Yes,I don't know,3,Maybe,No,Yes,Yes,I don't know,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Yes,No,Yes,1,Rarely,Sometimes,3,Male,USA,5,Dev Evangelist/Advocate,Sometimes
549,4,1.0,1.0,Yes,I am not sure,I don't know,Yes,I don't know,1,Maybe,No,Maybe,Maybe,I don't know,No,1,No,No,Yes,Maybe,Neutral,Maybe,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,7,Back-end Developer,Sometimes
550,4,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,2,No,No,Maybe,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Maybe,Somewhat open,Yes,Yes,Yes,Yes,Yes,1,Sometimes,Sometimes,4,Male,USA,3,DevOps/SysAdmin,Always
551,4,1.0,1.0,I don't know,I am not sure,No,I don't know,I don't know,1,No,No,Yes,Yes,Yes,No,1,Yes,Maybe,Maybe,Maybe,Somewhat open,Yes,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,6,Back-end Developer,Always
552,6,0.0,0.0,Yes,No,I don't know,Yes,I don't know,4,Maybe,Maybe,No,No,I don't know,No,1,No,No,Yes,Yes,Somewhat open,Maybe,Yes,Yes,No,Yes,1,Sometimes,Sometimes,4,Male,USA,2,Executive Leadership,Sometimes
553,4,1.0,1.0,I don't know,No,No,I don't know,I don't know,1,No,No,No,No,Yes,No,1,No,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,Yes,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,7,DevOps/SysAdmin,Always
554,4,0.0,0.0,Yes,I am not sure,Yes,I don't know,I don't know,0,Maybe,No,Yes,Maybe,I don't know,No,1,Maybe,Maybe,Maybe,Yes,Somewhat open,No,I don't know,No,No,Yes,1,Never,Rarely,3,Male,USA,1,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Sometimes
555,4,1.0,1.0,No,Yes,No,No,I don't know,4,Yes,No,Maybe,No,No,No,1,Maybe,No,Yes,Yes,Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,Often,3,Male,USA,1,DevOps/SysAdmin,Sometimes
556,4,1.0,1.0,I don't know,No,No,I don't know,I don't know,3,No,No,Maybe,Yes,I don't know,No,1,Maybe,No,Maybe,Maybe,Somewhat open,No,Yes,Maybe,Maybe,No,1,Not applicable to me,Rarely,2,Male,USA,1,DevOps/SysAdmin,Sometimes
557,1,1.0,1.0,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,1,No,No,Yes,Yes,Yes,No,1,Maybe,No,Yes,No,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,UK,9,Back-end Developer|DevOps/SysAdmin|Dev Evangelist/Advocate|Supervisor/Team Lead,Never
558,6,1.0,1.0,Yes,Yes,No,No,Yes,1,Yes,No,No,No,No,Yes,1,No,No,Yes,Yes,Very open,Yes,Yes,Yes,Yes,Yes,1,Often,Often,3,Female,USA,8,Back-end Developer,Sometimes
559,6,0.0,0.0,Yes,I am not sure,No,No,I don't know,3,No,Maybe,No,No,I don't know,No,1,No,Maybe,Yes,Maybe,Somewhat not open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,1,Female,USA,8,Front-end Developer,Never
560,2,1.0,1.0,No,I am not sure,No,No,Yes,1,No,No,Yes,Yes,Yes,No,1,Yes,Yes,Maybe,No,Not applicable to me (I do not have a mental illness),No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Other,9,Designer|Front-end Developer|Back-end Developer|Supervisor/Team Lead,Sometimes
561,2,1.0,1.0,I don't know,I am not sure,No,I don't know,Yes,2,No,No,Maybe,Yes,Yes,No,1,Yes,Yes,No,No,Very open,No,Yes,Yes,Maybe,Yes,1,Not applicable to me,Not applicable to me,3,Other,USA,7,Other|Back-end Developer,Always
562,6,1.0,1.0,I don't know,I am not sure,I don't know,I don't know,I don't know,2,No,No,Maybe,Yes,Yes,No,1,Maybe,Maybe,No,Maybe,Somewhat not open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,2,Male,USA,1,Front-end Developer,Sometimes
564,4,1.0,1.0,Yes,No,I don't know,I don't know,I don't know,0,No,No,Maybe,Maybe,I don't know,No,1,Yes,Maybe,Maybe,No,Neutral,Maybe,Yes,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,USA,7,Back-end Developer,Sometimes
565,2,1.0,1.0,No,No,No,No,I don't know,0,No,No,Maybe,Maybe,I don't know,No,0,Yes,No,Yes,No,Somewhat open,No,No,No,No,No,0,Not applicable to me,Not applicable to me,3,Male,Other,9,Back-end Developer,Sometimes
